Content ID,Pillar,Property,Reel Title,Hook,Body Script,B-Roll Shot List,Drone Shot List,Talking Head Script,CTA,Estimated Duration
W3-FRI-02,EDUCATION,-,"Checklist Lengkap Sebelum Beli Rumah Pertama","Jangan sign anything sebelum cek 7 hal ini... nomor 5 sering dilupain!","[PROBLEM] First time buyer sering terburu-buru dan melewatkan hal penting. [SOLUTION] Ada 7 checklist yang wajib dicek sebelum bayar apapun. [LIST] 1. Legalitas sertifikat. 2. IMB/PBG. 3. Akses jalan dan banjir. 4. Kualitas bangunan. 5. Biaya-biaya tersembunyi. 6. Track record developer. 7. Nilai jual kembali. [BENEFIT] 7 checklist ini bisa selamatkan kamu dari properti bermasalah.","Checklist graphic 7 poin; Dokumen legal; Foto akses jalan; Cek dinding; Kalkulator biaya; Website developer; Graph nilai properti; Hands checking documents","N/A","7 hal yang WAJIB kamu cek sebelum beli rumah. Nomor 5 ini yang paling sering dilupain dan bikin orang nyesel. Satu: legalitas. Dua: IMB. Tiga: akses dan banjir. Empat: kualitas. Lima: biaya tersembunyi!","Simpan checklist ini! Follow untuk tips properti lainnya.",28s

W4-MON-01,MARKETING,Premiere Promenade,"Premiere Promenade Update: Tipe Baru yang Lebih Luas!","Premiere Promenade baru launch tipe baru... dan luasnya bikin speechless.","[PROBLEM] Tipe standar cluster kadang kurang luas untuk keluarga berkembang. [SOLUTION] Premiere Promenade launch tipe baru dengan luas tanah 50% lebih besar. [USP] Layout 4 kamar tidur dengan master bedroom di lantai bawah plus family room. [BENEFIT] Rumah yang tumbuh bersama keluargamu.","Show unit tipe baru; Living room luas; Master bedroom bawah; Family room; 4 kamar tidur; Dapur luas; Taman belakang besar; Carport 2 mobil; Comparison tipe lama vs baru","Aerial reveal tipe baru; Bird eye comparison size; Tracking shot interior luas; Overview cluster","Premiere Promenade launch tipe BARU! Dan luasnya... gila. 4 kamar tidur master di bawah family room dan taman belakang yang luas banget. Perfect untuk keluarga yang berkembang!","Komen PROMO untuk info early bird Premiere Promenade.",30s
W4-MON-02,EDUCATION,-,"Pajak Beli Rumah yang Wajib Kamu Tahu Sebelum Deal","Banyak yang kaget pas tahu total biaya beli rumah bukan cuma harga unit...","[PROBLEM] Pembeli sering shock saat tahu ada biaya tambahan di luar harga rumah. [SOLUTION] Pahami semua pajak dan biaya: BPHTB AJB Balik Nama PPN dan biaya KPR. [EXAMPLE] Rumah 700 juta total biaya tambahan bisa 50-70 juta. BPHTB 5% AJB 1% Balik Nama 2%. [BENEFIT] Siapkan dana dari awal agar tidak kaget saat closing.","Breakdown biaya graphic; BPHTB calculation; AJB fee; Balik nama; PPN; Biaya bank; Total comparison; Tabel rincian","N/A","Harga rumah 700 juta tapi total keluar 770 juta. Kok bisa? Ini breakdown-nya: BPHTB 5% dari NJOP itu sekitar 25 juta. AJB 1% itu 7 juta. Balik nama notaris bank... semua nambah. Prepare dari awal!","Simpan video ini sebelum kamu deal rumah!",28s
W4-TUE-01,MARKETING,Shila at Sawangan,"Shila at Sawangan: Tipe Premium yang Baru Release","Tipe baru Shila ini lebih luas 30%... tapi harganya cuma naik sedikit.","[PROBLEM] Mau rumah lebih luas tapi takut harga loncat jauh. [SOLUTION] Shila at Sawangan release tipe premium yang 30% lebih luas dengan kenaikan harga proporsional. [USP] Tipe baru dengan 3+1 kamar tidur double carport dan taman samping. [BENEFIT] Lebih luas lebih nyaman tanpa over budget.","Tipe baru exterior; Double carport; Taman samping; 3+1 bedroom; Ruang kerja; Living room lebih luas; Kitchen island; Comparison old vs new type","Aerial new phase; Bird eye tipe baru; Tracking shot facade; Reveal taman samping","Shila at Sawangan release tipe premium. 30% lebih luas tapi harganya gak naik sebanyak itu. 3+1 kamar double carport taman samping. Worth every rupiah!","DM kata SHILA untuk booking viewing unit baru.",30s
W4-TUE-02,MARKETING,Sawangan Area,"Kenapa Sawangan Bakal Jadi Bintaro Selanjutnya","Area ini 5 tahun lalu masih sepi... sekarang developer besar masuk semua.","[PROBLEM] Mencari area investasi yang belum terlalu mahal tapi pasti naik. [SOLUTION] Sawangan menunjukkan semua tanda-tanda area yang akan meledak seperti Bintaro 10 tahun lalu. [USP] Infrastruktur baru developer besar masuk dan harga masih entry level. [BENEFIT] Beli sekarang nikmati kenaikan harga dalam 3-5 tahun ke depan.","Peta Sawangan vs Bintaro; Jalan baru; Developer besar masuk; Before vs after area; Fasilitas baru; Commercial growth; Data harga naik; Infrastructure development","Aerial area Sawangan; Bird eye development baru; Tracking shot jalan baru; Panoramic growth area","5 tahun lalu Sawangan masih sepi. Sekarang? Developer besar rebutan masuk. Jalan baru mal baru sekolah internasional. Ini literally Bintaro 10 tahun yang lalu. Golden moment invest!","Follow Estetika Property untuk insight area properti.",30s
W4-WED-01,MARKETING,Svacasa Sawangan,"Svacasa Sawangan: Investasi Rumah yang Naik 20% dalam Setahun","Harga rumah di sini naik 20% setahun... masih mau nunggu?","[PROBLEM] Menunda beli rumah karena menunggu harga turun yang tidak pernah datang. [SOLUTION] Data Svacasa Sawangan menunjukkan kenaikan 20% dalam 12 bulan terakhir. [USP] Area berkembang pesat dengan infrastruktur baru yang terus dibangun. [BENEFIT] Setiap hari kamu tunda adalah uang yang hilang.","Data kenaikan harga; Graph 12 bulan; Infrastructure baru; Before after area; Price comparison launch vs now; ROI calculation; Area growth evidence","Aerial area growth; Bird eye infrastructure; Tracking shot development; Before-after aerial","Dengar ini. Yang beli Svacasa setahun lalu unitnya sudah naik 20%. Itu artinya rumah 500 juta sekarang jadi 600 juta. Yang nunggu kehilangan 100 juta. Data gak bohong!","Komen INVESTASI untuk konsultasi properti gratis.",30s
W4-WED-02,ENTERTAINING,-,"Rich Buyer vs Smart Buyer: Beda Cara Pilih Rumah","Rich buyer pilih yang mahal. Smart buyer pilih yang valuenya naik.","[SETUP] Split screen 2 tipe pembeli. [RICH BUYER] Pilih rumah karena gengsi besar mewah tanpa riset area. [SMART BUYER] Pilih rumah karena data analisis area growth rate dan ROI potential. [COMPARISON] Rich buyer 5 tahun kemudian rumah turun nilai. Smart buyer rumah naik 2x lipat. [LESSON] Beli properti pakai otak bukan ego.","Split screen 2 karakter; Rich buyer di rumah besar tapi sepi; Smart buyer di rumah strategic; Data comparison; 5 year later reveal; ROI graphic","N/A","Rich buyer: yang paling gede yang paling mahal. Smart buyer: yang growth-nya paling tinggi. 5 tahun kemudian... smart buyer menang telak. Properti itu bukan soal gengsi tapi soal value!","Kamu tim yang mana? Follow untuk tips beli rumah cerdas!",25s

W4-THU-01,MARKETING,Terra Estetic Town House,"Terra Estetic Town House: Definisi Townhouse yang Aesthetic","Townhouse ini namanya aja udah Estetic... tunggu sampai lihat dalamnya.","[PROBLEM] Townhouse kebanyakan desainnya generik dan membosankan. [SOLUTION] Terra Estetic membawa standar baru untuk townhouse aesthetic. [USP] Industrial chic design exposed brick rooftop garden dan open plan layout. [BENEFIT] Townhouse yang Instagram-worthy tanpa perlu renovasi.","Facade industrial chic; Exposed brick detail; Rooftop garden; Open plan living; Tangga industrial; Detail lamp; Kitchen modern; Bedroom loft feel; View dari rooftop","Aerial townhouse row; Bird eye rooftop garden; Tracking shot facade; Reveal interior dari pintu","Nama clusternya Terra ESTETIC. Dan beneran sesuai nama. Industrial chic exposed brick rooftop garden... ini townhouse yang langsung Instagram-worthy dari hari pertama!","Komen TERRA untuk info harga Terra Estetic.",30s
W4-THU-02,MARKETING,Grand Duta City,"Grand Duta City: Fasilitasnya Selengkap Mini City","Club house jogging track kolam renang... semua ada di satu cluster.","[PROBLEM] Cluster kecil biasanya minim fasilitas. [SOLUTION] Grand Duta City adalah mega cluster dengan fasilitas selengkap kota mini. [USP] Club house kolam renang jogging track taman bermain lapangan futsal dan commercial area. [BENEFIT] Semua kebutuhan lifestyle terpenuhi tanpa keluar kawasan.","Club house exterior; Kolam renang; Jogging track; Playground; Lapangan futsal; Commercial area; Taman; Security gate; Warga beraktivitas","Aerial full kawasan; Bird eye fasilitas; Tracking shot jogging track; Panoramic facility area","Grand Duta City ini bukan cuma cluster tapi mini city. Club house check. Kolam renang check. Jogging track check. Futsal check. Commercial area check. Semua tanpa keluar kawasan!","DM INFO untuk jadwal survey Grand Duta City.",30s
W4-FRI-01,EDUCATION,-,"3 Teknik Negosiasi Harga Rumah yang Terbukti Berhasil","Developer gak akan kasih tahu ini... tapi kamu bisa nego dengan cara ini.","[PROBLEM] Banyak pembeli yang bayar full price karena tidak tahu cara nego. [SOLUTION] Ada 3 teknik negosiasi yang proven works di industri properti. [TIPS] 1. Datang di akhir bulan saat sales kejar target. 2. Minta bonus bukan diskon (free AC furniture upgrade). 3. Bandingkan dengan kompetitor secara langsung. [BENEFIT] Teknik ini bisa hemat 10-50 juta.","Graphic 3 teknik; Calendar akhir bulan; Free items illustration; Comparison table; Saving calculation; Negotiation scenario visual","N/A","3 teknik nego yang developer gak mau kamu tahu. Satu: datang akhir bulan pas sales kejar target. Dua: jangan minta diskon tapi minta bonus free items. Tiga: tunjukkin brosur kompetitor!","Simpan tips ini! Share ke teman yang lagi cari rumah.",25s
W4-FRI-02,ENTERTAINING,-,"Rumah Impian Gen Z vs Milenial vs Boomer","Gen Z mau rumah aesthetic. Milenial mau rumah strategis. Boomer mau rumah luas.","[SETUP] 3 generasi masuk sales gallery. [GEN Z] Langsung tanya ada rooftop gak? Instagramable gak? Aesthetic gak? [MILENIAL] Berapa menit ke tol? Ada coworking space? KPR-nya gimana? [BOOMER] Tanahnya berapa meter? Ada gudang? Halaman buat nanam? [PUNCHLINE] Yang beli tetap yang budgetnya cukup regardless generasi.","3 karakter berbeda; Sales gallery; Gen Z selfie; Milenial cek maps; Boomer ukur tanah; Split screen reactions; Punchline moment","N/A","Gen Z masuk show unit: ini Instagramable banget! Milenial: berapa menit ke tol? Boomer: tanahnya berapa meter bisa nanam apa? Endingnya yang beli... yang budgetnya ready!","Kamu masuk kategori mana? Komen di bawah!",25s
W5-MON-01,MARKETING,Morizono at Garden Sawangan,"Morizono: Taman Jepang Asli di Tengah Sawangan","Ini bukan Jepang... ini Sawangan. Tapi taman rumahnya bikin lupa.","[PROBLEM] Pengen nuansa Jepang tanpa harus beli tiket pesawat. [SOLUTION] Morizono menghadirkan taman Jepang autentik yang didesain langsung oleh landscape designer Jepang. [USP] Koi pond maple tree stone pathway dan bamboo fence authentic dari Jepang. [BENEFIT] Meditasi dan ketenangan ala Jepang setiap hari.","Koi pond; Maple tree; Stone pathway; Bamboo fence; Zen rock garden; Japanese lantern; Bridge kecil; Water feature; Resident enjoying garden","Aerial taman Jepang; Bird eye koi pond; Tracking shot stone path; Reveal full garden layout","Ini Sawangan bukan Kyoto. Tapi coba lihat taman ini. Koi pond maple tree stone pathway... semua authentic. Designer-nya langsung dari Jepang. Morizono bringing Japan to your doorstep!","Komen MORIZONO untuk info promo bulan ini.",30s
W5-MON-02,MARKETING,Paradise Resort City,"Paradise Resort City: Update Pembangunan dan Unit Tersisa","Progress pembangunan Paradise Resort udah 80%... unit tersisa tinggal segini.","[PROBLEM] Khawatir proyek mangkrak dan uang hilang. [SOLUTION] Paradise Resort City tunjukkan progress real 80% pembangunan on schedule. [USP] Track record developer solid progress tepat waktu dan unit tersisa terbatas. [BENEFIT] Beli sekarang di harga pre-completion nikmati capital gain saat serah terima.","Progress pembangunan; Before vs now; Pekerja aktif; Material construction; Unit yang sudah jadi; Fasilitas setengah jadi; Timeline graphic; Remaining units board","Aerial progress; Bird eye before-after; Tracking shot construction; Reveal development","Progress Paradise Resort 80% dan ON SCHEDULE! Yang beli dari awal udah untung. Unit tersisa tinggal sedikit di harga sekarang. Serah terima tahun depan harga pasti naik lagi!","DM PARADISE untuk booking unit terakhir.",30s

W5-TUE-01,MARKETING,Wangsa Serpong,"Wangsa Serpong: Premium Living yang Gak Bikin Kantong Bolong","Serpong identik dengan mahal? Wangsa Serpong buktiin sebaliknya.","[PROBLEM] Serpong sudah terlalu mahal untuk first-time buyer. [SOLUTION] Wangsa Serpong adalah hidden entry point di koridor premium Serpong. [USP] Lokasi premium Serpong desain modern dengan harga mulai di bawah 900 juta. [BENEFIT] Alamat Serpong lifestyle Serpong tanpa budget Serpong.","Gate premium; Boulevard Serpong; Mall terdekat; Interior modern; Living room; Kitchen; Garden; Akses tol; Commercial area nearby","Aerial area Serpong; Bird eye cluster; Tracking shot boulevard; Reveal cluster dari highway","Serpong mahal? Wangsa Serpong bilang enggak. Mulai dari bawah 900 juta kamu udah bisa punya alamat di Serpong. Desainnya modern fasilitasnya lengkap aksesnya premium!","Komen WANGSA untuk info harga dan cicilan.",30s
W5-TUE-02,EDUCATION,-,"Simulasi KPR: Gaji 10 Juta Bisa Beli Rumah Berapa?","Gaji 10 juta bisa cicil rumah berapa? Ini simulasi lengkapnya.","[PROBLEM] Tidak tahu rumah range harga berapa yang sesuai dengan gaji. [SOLUTION] Simulasi detail: gaji 10 juta cicilan max 3 juta tenor 20 tahun. [CALCULATION] Cicilan 3 juta tenor 20 tahun bunga 8% = plafon KPR sekitar 360 juta. Dengan DP 10% total rumah yang bisa dibeli sekitar 400 juta. [BENEFIT] Clarity tentang kemampuan beli menghindari over-commitment.","Calculator app; Simulasi graphic; Breakdown gaji; Cicilan illustration; Bank comparison; Tenor comparison; Property di range 400 juta; Summary card","N/A","Gaji 10 juta. Cicilan max 30% artinya 3 juta. Tenor 20 tahun bunga 8%. Plafon yang disetujui bank sekitar 360 juta. Plus DP 10% kamu bisa beli rumah di kisaran 400 jutaan. Clear?","Simpan video ini! DM kami untuk simulasi personal.",28s
W5-WED-01,MARKETING,Nano Town Hills,"Nano Town Hills: Tren Rumah Compact yang Lagi Booming","Rumah compact bukan berarti sempit... lihat gimana Nano Town desain ruangnya.","[PROBLEM] Stigma rumah compact pasti sempit dan tidak nyaman. [SOLUTION] Nano Town Hills pakai smart design yang bikin 36m2 terasa lapang. [USP] High ceiling 3.5m mezzanine storage system dan multi-function furniture built-in. [BENEFIT] Rumah sendiri dengan cicilan lebih murah dari sewa apartment studio.","Living room high ceiling; Mezzanine; Storage wall; Multi-function area; Before-after space; Comparison dengan apartment; Detail smart storage; Actual resident using space","Aerial compact cluster; Bird eye efficient layout; Tracking shot deretan unit; Interior reveal","Compact bukan berarti sempit! Nano Town Hills prove it. High ceiling 3.5 meter mezzanine smart storage. 36 meter tapi terasa double. Dan cicilannya lebih murah dari sewa apartment!","Komen NANO untuk info unit tersedia.",30s
W5-WED-02,MARKETING,Assana Village,"Assana Village: Developer Baru yang Langsung Bikin Gebrakan","Developer baru tapi kualitasnya bikin developer lama ketar-ketir.","[PROBLEM] Takut beli dari developer baru yang belum proven. [SOLUTION] Assana Village walau developer baru tapi tim di belakangnya veteran 15+ tahun. [USP] Tim berpengalaman harga kompetitif dan kualitas material di atas standar. [BENEFIT] Quality developer besar harga developer baru.","Gate entrance; Build quality detail; Material premium; Tim developer; Certificate dan legal; Interior quality; Comparison material; Track record team","Aerial cluster; Bird eye layout; Tracking shot quality; Reveal full project","Developer baru tapi jangan underestimate. Tim di belakang Assana itu veteran 15 tahun. Kualitas material di atas standar harganya kompetitif. Ini sleeper hit!","DM ASSANA untuk jadwal kunjungan.",30s
W5-THU-01,ENTERTAINING,-,"Guess The Price Challenge: Rumah Sawangan Edition","3 rumah di Sawangan... coba tebak mana yang paling mahal!","[SETUP] Tampilkan 3 rumah di area Sawangan dengan style berbeda. [HOUSE A] Modern minimalis 2 lantai tipe 60. [HOUSE B] Japanese concept 1.5 lantai tipe 45. [HOUSE C] Tropical modern 2 lantai tipe 70. [TIMER] 5 detik untuk nebak. [REVEAL] Harga satu per satu dengan twist. [LESSON] Desain dan konsep bisa menaikkan value lebih dari ukuran.","3 rumah exterior; Interior masing-masing; Timer countdown; Reveal card; Reaction shot; Price tag animation; Comparison final","N/A","Sawangan edition! 3 rumah ini harganya beda-beda. A modern minimalis. B Japanese concept. C tropical besar. Tebak mana paling mahal? Tulis jawaban dulu! 5... 4... 3... 2... 1...","Tulis jawaban di komentar! Follow untuk challenge lainnya.",25s
W5-THU-02,MARKETING,Aura Home,"Aura Home: Rumah Minimalis yang Auranya Beda","Rumah ini namanya Aura... dan beneran punya aura yang bikin betah.","[PROBLEM] Rumah minimalis banyak tapi yang punya character sedikit. [SOLUTION] Aura Home mendesain rumah minimalis dengan sentuhan yang bikin setiap unit punya personality. [USP] Earth tone palette natural material dan signature facade yang beda di setiap blok. [BENEFIT] Rumah yang punya soul bukan cuma kotak tempat tinggal.","Facade earth tone; Natural material detail; Signature design tiap blok; Interior warm; Living room cozy; Bedroom calming; Detail texture; Garden natural; Evening lighting","Aerial cluster; Bird eye facade pattern; Tracking shot berbagai blok; Sunset shot","Rumah ini beneran punya aura. Earth tone palette natural material dan setiap blok desainnya beda. Aura Home bikin rumah minimalis yang punya personality. Feel the difference!","Komen AURA untuk price list lengkap.",30s

W5-FRI-01,MARKETING,"The Pine vs The Boulevard Bogor","The Pine vs The Boulevard: Battle Investasi Bogor 2026","Dua proyek premium di Bogor... satu modern satu nature. Kamu pilih mana?","[PROBLEM] Bogor punya banyak proyek premium dan bingung mana yang paling potensial. [SOLUTION] Head to head The Pine (nature concept) vs The Boulevard (urban Bogor). [THE PINE] Mountain view green concept eco-living target expatriate. [THE BOULEVARD] Commercial corridor mixed-use premium brand. [VERDICT] Long-term capital gain: The Pine. Short-term rental yield: The Boulevard.","The Pine mountain view; Boulevard commercial; Nature vs Urban split; Facility comparison; Target market; ROI projection graphic; Area development each","Aerial kedua area; Bird eye mountain Pine; Tracking Boulevard commercial; Split aerial comparison","Battle Bogor! The Pine: nature living mountain view eco-concept. The Boulevard: urban living commercial corridor. Dua karakter beda dua potensi investasi yang sama kuatnya!","Komen pilihan kamu! DM untuk konsultasi gratis.",30s
W5-FRI-02,EDUCATION,-,"Cara Cek Legalitas Developer Sebelum Bayar Booking Fee","Jangan transfer booking fee sebelum cek 5 dokumen ini!","[PROBLEM] Banyak kasus booking fee hilang karena developer bodong. [SOLUTION] Selalu cek 5 dokumen ini sebelum transfer uang apapun. [CHECKLIST] 1. Sertifikat tanah induk. 2. IMB/PBG. 3. Site plan yang disahkan. 4. Keanggotaan REI/APERSI. 5. Izin lokasi dan AMDAL. [BENEFIT] 5 dokumen ini adalah minimum standard developer legit.","Document checklist visual; Sample sertifikat (blur); IMB example; REI membership card; Site plan; AMDAL document; Red vs green checklist; Warning signs","N/A","Sebelum transfer booking fee WAJIB minta 5 dokumen ini. Sertifikat tanah induk. IMB atau PBG. Site plan resmi. Keanggotaan asosiasi. Dan izin AMDAL. Kalau salah satu gak ada STOP!","Simpan video ini! Jangan sampai uangmu hilang.",28s
W6-MON-01,MARKETING,Kemang Verde,"Kemang Verde: Unit Show House yang Bikin Jatuh Cinta","Show house Kemang Verde baru dibuka... dan interiornya next level.","[PROBLEM] Sulit membayangkan rumah dari brosur dan denah. [SOLUTION] Show house Kemang Verde yang baru dibuka memvisualisasikan lifestyle yang ditawarkan. [USP] Interior designed by top ID firm full furnished show house dengan smart home integration. [BENEFIT] Lihat dan rasakan langsung sebelum memutuskan.","Show house entrance; Living room furnished; Interior design detail; Smart home panel; Kitchen luxury; Master bedroom; Walk-in closet; Bathroom spa-like; Balcony view","Aerial building; Bird eye pool area; Tracking shot corridor; Reveal show house interior","Show house Kemang Verde baru buka dan guys... interiornya NEXT LEVEL. Ini bukan rumah biasa. Interior designer top full furnished smart home. Let me give you the full tour!","DM KEMANG untuk jadwal visit show house.",30s
W6-MON-02,MARKETING,Kemang Area,"Kemang 2026: Masih Worth Buat Investasi Properti?","Kemang katanya udah saturated... tapi data menunjukkan sebaliknya.","[PROBLEM] Persepsi Kemang sudah terlalu mahal dan tidak ada ruang growth. [SOLUTION] Data terbaru menunjukkan Kemang masih growing 12% per tahun khususnya segmen mid-premium. [USP] Infrastructure baru MRT Phase 2 dan commercial development baru. [BENEFIT] Investasi di area established dengan growth yang masih kuat.","Kemang street view; Data growth graphic; New development; MRT route map; Commercial baru; Comparison 5 year; Premium property showcase; Infrastructure ongoing","Aerial Kemang; Bird eye development baru; Tracking shot jalan Kemang; Reveal MRT route","Kemang saturated? Data bilang sebaliknya. Masih naik 12% per tahun. Apalagi MRT phase 2 bakal lewat sini. Kemang di 2026 masih golden area!","Follow Estetika Property untuk insight investasi properti.",30s
W6-TUE-01,MARKETING,Kemang Eminence Resort,"Kemang Eminence Resort: Full Tour Fasilitas Resort","Kolam renang infinity pool gym sauna... ini rumah atau resort?","[PROBLEM] Fasilitas hunian biasa tidak bisa memberikan pengalaman premium daily. [SOLUTION] Kemang Eminence Resort memberikan fasilitas setara hotel bintang 5. [USP] Infinity pool heated jacuzzi full gym sauna steam room yoga studio dan spa. [BENEFIT] Self-care dan wellness tanpa perlu membership terpisah.","Infinity pool panoramic; Heated jacuzzi; Gym area; Sauna room; Steam room; Yoga studio; Spa treatment room; Locker luxury; Rooftop sunrise","Aerial infinity pool; Bird eye facility complex; Tracking shot facility to facility; Sunset pool shot","Ini fasilitas rumah bukan hotel ya. Infinity pool jacuzzi gym sauna spa yoga studio... Kemang Eminence Resort literally giving hotel bintang 5 experience EVERY. SINGLE. DAY.","Komen RESORT untuk info harga Kemang Eminence.",30s
W6-TUE-02,EDUCATION,-,"7 Dokumen yang Wajib Kamu Minta Sebelum Beli Rumah","Developer yang bener pasti kasih 7 dokumen ini... kalau gak ada RED FLAG!","[PROBLEM] Tidak tahu dokumen apa yang harus diminta ke developer. [SOLUTION] 7 dokumen wajib yang harus ada sebelum proses pembelian. [LIST] 1. PPJB/AJB. 2. Sertifikat (SHM/HGB). 3. IMB/PBG. 4. Site Plan. 5. Spesifikasi teknis. 6. Surat keterangan lunas. 7. Berita acara serah terima. [BENEFIT] Dokumen lengkap = aset terlindungi.","7 dokumen visual; Each document icon; Sample blur; Checklist graphic; Developer office; Filing documents; Red flag examples; Green flag examples","N/A","7 dokumen yang WAJIB ada saat beli rumah. PPJB sertifikat IMB site plan spek teknis surat lunas dan BAST. Developer yang bener pasti kasih semua. Yang gak kasih? RED FLAG besar!","Simpan checklist ini sekarang!",28s

W6-WED-01,MARKETING,The Ayase,"The Ayase: Interior Jepang Minimalis yang Bikin Tenang","Setiap sudut rumah ini didesain untuk bikin kamu rileks.","[PROBLEM] Rumah seharusnya jadi tempat rileks tapi desain berantakan bikin makin stres. [SOLUTION] The Ayase mendesain setiap sudut rumah untuk memberikan ketenangan. [USP] Color palette calming wood texture natural light optimization dan declutter-friendly layout. [BENEFIT] Rumahmu jadi sanctuary bukan sumber stres tambahan.","Each corner detail; Wood texture closeup; Natural light patterns; Minimalist shelving; Calm color walls; Window framing; Indoor plant placement; Evening mood lighting","Aerial cluster peaceful; Bird eye garden; Tracking calm corridor; Soft movement shots","Setiap sudut rumah ini punya satu tujuan: bikin kamu tenang. The Ayase paham bahwa rumah harus jadi sanctuary. Warna material cahaya... semuanya didesain untuk peace of mind.","Komen AYASE untuk info unit tersedia.",30s
W6-WED-02,ENTERTAINING,-,"5 Hal yang Selalu Didengar Agen Properti Setiap Hari","Client: Budget 500 juta tapi mau rumah kayak di Pinterest...","[SETUP] Agen properti duduk dengan ekspresi lelah. [HAL 1] Budget 500 juta tapi mau kayak rumah artis. [HAL 2] Masih mikir-mikir dulu ya... (3 bulan kemudian masih mikir). [HAL 3] Kok gak ada yang langsung view laut ya? (di Depok). [HAL 4] Ini bisa nego berapa? (minta diskon 50%). [HAL 5] Temenku beli lebih murah (rumah 10 tahun lalu). [PUNCHLINE] Tapi kita tetap sayang client!","Reaction shots 5 scenarios; Exaggerated expressions; Text overlays each point; Office/location setting; Client impersonation; Comedic timing pauses","N/A","5 hal yang agen properti dengar SETIAP HARI. Nomor 1: budget 500 juta tapi maunya rumah kayak Pinterest. Nomor 2: masih mikir dulu ya... *3 bulan kemudian masih mikir*. Haha sabar ya gaes!","Relate? Tag temen kamu yang kayak gini! Follow untuk konten seru!",25s
W7-MON-01,MARKETING,Candi Aisyah at Garden,"Candi Aisyah: Rumah dengan Garden View di Setiap Unit","Setiap unit di sini punya garden view... bukan cuma tipe mahal.","[PROBLEM] Garden view biasanya cuma untuk unit premium yang mahal. [SOLUTION] Candi Aisyah mendesain layout agar SETIAP unit mendapat garden view. [USP] Orientation semua rumah menghadap taman komunal. No unit faces wall or road. [BENEFIT] Bangun tidur langsung view hijau regardless tipe yang kamu beli.","Every unit window view; Garden from different angles; Morning sunlight through garden; Unit orientation showing all face garden; Resident enjoying view; Before-after curtain open","Aerial showing all orientation; Bird eye garden layout; Tracking unit facing; Reveal all-green-view","Di cluster lain garden view itu privilege. Di Candi Aisyah ini STANDAR. Setiap unit orientasinya menghadap taman. Gak ada yang hadap tembok atau jalan. SETIAP unit dapat view hijau!","Komen CANDI untuk info promo bulan Juli.",30s
W7-THU-02,ENTERTAINING,-,"Ekspektasi vs Realita Punya Rumah Baru","Ekspektasi: rumah selalu bersih estetik. Realita: 1 minggu udah berantakan.","[SETUP] Before after moving in comparison. [EXP 1] Rumah selalu bersih dan rapi. REAL: 1 minggu kardus masih belum dibuka. [EXP 2] Masak di dapur baru every day. REAL: Masih order GoFood. [EXP 3] Taman hijau terawat. REAL: Tanaman mati semua bulan pertama. [EXP 4] Tetangga ramah. REAL: Belum kenal siapa-siapa 3 bulan. [PUNCHLINE] Tapi tetap bangga bilang rumah sendiri!","Split screen clean vs messy; Pristine kitchen vs food delivery; Green garden vs dead plants; Waving neighbor vs empty street; Pride moment at the end","N/A","Ekspektasi punya rumah baru versus realita. Ekspektasi: always Instagram-ready. Realita: 1 minggu kardus masih di mana-mana tanaman mati dan masih GoFood tiap hari. But hey it's YOURS!","Relate banget? Tag yang baru pindah rumah!",25s
W8-WED-02,ENTERTAINING,-,"Client Bilang Budget Unlimited... Ternyata...","POV: Client bilang budgetnya unlimited tapi nanya ada yang di bawah 300 juta gak.","[SETUP] Agent gets excited call from client saying budget unlimited. [SCENE 1] Agent prepares premium property list. Suits up. [SCENE 2] Meeting client at premium location. [TWIST] Client: Jadi yang di bawah 300 juta ada gak ya? [REACTION] Agent processing. [PUNCHLINE] But hey kita bantu semua budget! DM aja berapa pun budgetnya.","Phone call excited; Getting ready montage; Premium location arrival; Client reveal; Shocked face reaction; Recovery smile; Closing helpful","N/A","Client chat: Budget saya unlimited! *excited mode on* Prepare properti premium. Pakai jas. Siapin presentation. Ketemu client: Jadi yang 300 jutaan ada gak ya? *processing...* LOL.","Tag temen agen properti kamu! Follow untuk konten relate!",25s
W9-THU-01,ENTERTAINING,-,"POV: Pertama Kali Survey Rumah dan Langsung Jatuh Cinta","POV: Kamu masuk show unit dan langsung WhatsApp semua grup...","[SETUP] First time entering a beautiful show unit. [REACTION 1] Eyes wide mouth open touching everything. [REACTION 2] Immediately opens WhatsApp groups. Types: GUYS AKU NEMU RUMAH IMPIAN! [REACTION 3] Already planning furniture in head. [REALITY CHECK] Checks price. Face changes. [ENDING] But decides to ask about installment anyway because YOLO.","POV entering door; Amazed face; Touching walls and counters; Phone typing WhatsApp; Imagination bubble furniture; Price tag reveal; Mixed emotions; Asking sales about cicilan","N/A","POV: Pertama kali masuk show unit cantik. Step 1: Jaw drop. Step 2: WhatsApp semua grup. Step 3: Udah bayangkan furniture. Step 4: Lihat harga. Step 5: ...tapi cicilan berapa ya?","Pernah kayak gini? Follow biar next surveynya bareng kita!",25s
